company.href,company.name,company.url,location,year.founded,fte,type.of.company,category,company.function,sector(s),source.of.revenue,description,short.description,social.impact,financial.info,data.collection,datasets
/Nuams-New-Amsterdam-Ideas,Nuams (New Amsterdam Ideas),http://www.nuams.com,"New York, NY",2011,7,Private,,Data management and analysis,"Agriculture, Arts,  Entertainment,  & Recreation, Crime, Education, Energy, Environmental , Finance, Geospatial data/mapping, Health and Health Care, Housing/Real Estate, Manufacturing, Nutrition, Scientific Research, Social Assistance, Trade, Transportation, Telecom, Weather, Other","Database licensing, Software licensing","Nuams builds, delivers, and supports the â€œNuCivicâ€ suite of â€œOpenSaaSâ€ civic software solutions for governments and non-profit organizations worldwide.  Our mission is to improve the efficacy of civic organizations and governments, by making innovative knowledge management solutions accessible at an affordable cost.
 
NuCivic solutions are based on distributions (specialized configurations), of the Drupal CMS that runs many of the worldâ€™s most complex civic websites.  Thus, NuCivic incoporates technical innovation from more than 20,000 engineers that have contributed code to Drupal. 
 
â€¨NuCivic solutions are delivered as â€œOpenSaaSâ€-- turnkey hosted and supported software-as-a-service (SaaS), but still truly open-source, such that a customer can export their solution and redeploy it in their own environment at any time.
 
Our first NuCivic product is â€œNuData DKAN,â€ based on our DKAN distribution of Drupal.  DKAN provides a full suite of open data cataloging, publishing and visualization features, and is feature and API-compatible with CKAN, the popular Python-based software widely deployed by many national governments.  

Dubbed by The Atlantic Cities as one of â€œ12 Fresh Ideas for Local Government,â€ during the Knight News Challenge for Open Government, DKANâ€™s early adopters include Open Puerto Rico, British Columbia, the Revenue Watch Institute, and the City of Cologne.","NuCivic is a suite of open source products powered by Nuams that help governments and non-profit organizations easily and affordably host and manage open data, app store and hackathon platforms.","All NuCivic products are open source, which means they are free for anyone to download, install and begin using themselves. Making these open data tools available to anyone, anywhere in the world with low to no barrier to entry is a fundamental social driver for us.

Each NUCIVIC product delivers value to a specific use case. 

NuData DKAN lowers the complexity and cost bar to achieve standards compliant open data publishing by bringing Content Management (CMS) together with Data Management (DMS) in a single mature affordable hosted and supported open-source software stack, thus opening up a firehose of digital discoverable open data from local governments and NGOs.",Not answered by company,questionnaire,"dataset.url,dataset.name
http://demo.getdkan.com/dataset/us-national-foreclosure-statistics-january-2012/resource/d9ed9373-4371-4f94-a17d,US National Foreclosure Statistics January 2012
"
/Numedii,Numedii,http://numedii.com,CA,,,,Scientific Research, Scientific Research,,,,NuMedii discovers and de-risks effective new drugs by translating life sciences Big Data into therapies with a higher probability of therapeutic success.,,,undocumented,"dataset.url,dataset.name
"
/OSIsoft,OSIsoft,http://www.osisoft.com,CA,,,,Data/Technology, Data/Technology,,,,"OSIsoft delivers the PI System, the standard in enterprise infrastructure, for management of real-time data and events in manufacturing, energy, utilities, life sciences, data centers, facilities, and the process industries.",,,undocumented,"dataset.url,dataset.name
"
/OTC-Markets,OTC Markets,http://www.otcmarkets.com/home,NY,,,,Finance & Investment, Finance & Investment,,,,"OTC Markets Group's Open, Transparent and Connected financial marketplaces provides investors with information to intelligently analyze, value and trade 10,000 U.S. and global securities through the broker of their choice.",,,undocumented,"dataset.url,dataset.name
"
/On-Deck-Capital,On Deck Capital,http://www.ondeck.com,VA,,,,Finance & Investment, Finance & Investment,,,,On Deck Capital facilitates the borrowing process for small businesses.,,,undocumented,"dataset.url,dataset.name
"
/OnRamp-Wireless,On-Ramp Wireless,http://www.onrampwireless.com,CA,,,,Energy, Energy,,,,The On-Ramp Total Reach Network provides the capacity to manage millions of meters on a single network with available capacity for grid automation and warning light monitoring.,,,undocumented,"dataset.url,dataset.name
"
/OnStar,OnStar,https://www.onstar.com/web/portal/home?g=1,MI,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"OnStar uses CDMA mobile voice and data communication,  plus location information using GPS technology, to enable drivers and passengers to contact OnStar representatives for emergency services, vehicle diagnostics and directions.",,,undocumented,"dataset.url,dataset.name
"
/Ontodia-Inc,"Ontodia, Inc",http://ontodia.com,"New York, NY",2011,10,Private,,Data management and analysis,"Arts,  Entertainment,  & Recreation, Education, Geospatial data/mapping, Scientific Research, Social Assistance, Trade","Subscriptions, Software licensing","Ontodia is an urban informatics startup focused on enabling actionable, hyperlocalized decisions.  It does this by converting raw data - taken from disparate sources - both public and private, extracting knowledge and insight.  From big data to small, actionable knowledge. It does this by using its ""crowdknowing"" technique to create Collective Knowledge Systems that leverage ""semantics, statistics, algorithm and the crowd"" to develop self-reinforcing Linked Data Networks that leverage the best of Humans and Machines to create a federated, curated Knowledge commons, one open data city at a time.","Ontodia converts raw data to actionable, hyperlocalized knowledge, enabling data-driven decisions and conversations. From big data to small, actionable knowledge.","Ontodia aims to democratize big data by helping create a federated, knowledge commons to enable governments, businesses and citizens to have data-driven discussions, conversations and decisions.  With this open knowledge, we hope to foster citizen engagement and increase trust in government as this same knowledge increases government transparency, accountability and reduce corruption.",Not answered by company,questionnaire,"dataset.url,dataset.name
data.cityofnewyork.us,data.cityofnewyork.us
data.ny.gov,data.ny.gov
"
/Onvia,Onvia,http://www.onvia.com,WA,,,,Governance, Governance,,,,"From current and future bidding opportunities, to agency and competitive insights, Onvia gives companies the intelligence they need to win more government business.",,,undocumented,"dataset.url,dataset.name
"
/OpenGeo-,OpenGeo ,http://boundlessgeo.com/#!,NY,,,,Geospatial/Mapping, Geospatial/Mapping,,,,"The OpenGeo product Boundless builds open source geospatial tools for managing data and building applications, while OpenGeo Suite, its flagship product, powers solutions across the enterprise.",,,undocumented,"dataset.url,dataset.name
"
/OpenPlans,OpenPlans,http://openplans.org,NY,,,,Governance, Governance,,,,"OpenPlans builds open source civic infrastructure, collaboating with the public sector to create technology for more efficient, responsive, and inclusive government.",,,undocumented,"dataset.url,dataset.name
"
/Opencounter,OpenCounter,http://opencounter.us,",",2013,2,Permitting Assistance,,Other,"Finance, Geospatial data/mapping, Manufacturing, Trade","Data management and analytic services, Other","Building a successful company is a long journey.  OpenCounter helps entrepreneurs to get their businesses up and running more quickly and easily by providing an online interface to the permitting process at City Hall.  

OpenCounter asks the right questions, in the right order, so business owners see the requirements, fees, and processing time that will apply to their planned use and location.

By making it easier for entrepreneurs to get started, OpenCounter helps cities foster economic development and job creation.

Open Counter was built through a partnership between the City of Santa Cruz, CA and Code for America in 2012. ",OpenCounter helps entrepreneurs to get their businesses up and running more quickly and easily by providing an online interface to the permitting process at City Hall.,"OpenCounter helps Cities establish a better relationship with their small business community from the beginning. By offering an intuitive and beautiful interface to City Hall for small business, 
OpenCounter helps entrepreneurs feel that the City is a partner and ally in their journey to opening day. 
",,questionnaire,"dataset.url,dataset.name
"
/Opengov,OpenGov,http://opengov.com,"Mountain View, CA",2012,14,Private,,Data management and analysis,Finance,Subscriptions,"Legacy accounting systems run on computer code written thirty years ago. These enterprise tools inhibit city administrators, department heads, elected officials, and citizens from directly accessing important budget and financial data. OpenGov.com solves this pain point by offering governments a flexible, powerful software-as-a-service platform.

OpenGov.com builds a web-based platform for state and local government financial data. The OpenGov Platform provides instant access to the budget and visualizes current and historic revenue and expenses‚Äîfrom multi-year trends to object-level details. Government officials and citizens use the platform to understand, analyze, and share the financial information.

Comprised of top technologists, Silicon Valley entrepreneurs, and government finance experts, OpenGov.com brings affordable and user-friendly financial applications to governments of all sizes. The software-as-a-service platform improves data access, financial decision-making, and builds trust with citizens.","OpenGov enables officials and citizens to access government financial data so they can chart trends, pull data points, run reports, and see revenue and expenditures to improve trust and dialogue between cities and citizens.","OpenGov's web-based software improves financial decision-making, promotes understanding, and builds trust within communities. Making the data more transparent and easier to access creates enormous benefits for both the citizen and the government. OpenGov's software improves governance through creating information-based decisions and builds engaged communities through creating trust with citizens.","OpenGov raised approximately $7 million in venture funding since its founding, having received the first $3 million in July 2012. Those contributing to the Series A round were Formation 8, FF Angel, Founders Collective and prominent angels. Thrive Capital and Valiant Capital led the $4 million July 2013 bridge note along with participation from existing investor Formation 8. The municipal government IT market is a multi-billion dollar sector and OpenGov plans to drive its revenues by offering a sound, focused product that will address the market needs.",questionnaire,"dataset.url,dataset.name
"
